fit-54.3	america		exist-47.1-1	Synset('fear.n.01')
Synset('discussion.n.02')	Synset('building.n.01')		braid-41.2.2	Synset('day.n.01')
near	Synset('choice.n.02')		fill-9.8	Synset('leader.n.01')
Synset('force.n.04')	Synset('building.n.01')		braid-41.2.2	Synset('day.n.01')
escape-51.1-2	Synset('job_action.n.01')		Synset('organization.n.01')	force-59
Synset('idea.n.01')	Synset('order.n.03')		murder-42.1-1	israel
other_cos-45.4	Synset('negative_stimulus.n.01')		amuse-31.1	Synset('value.n.02')
other_cos-45.4	seem		chew-39.2-1	Synset('rate.n.01')
calibratable_cos-45.6-1	Synset('bean.n.02')		appear-48.1.1	keep-15.2
Synset('activity.n.01')	neglect-75-1-1		Synset('happening.n.01')	Synset('juvenile.n.01')
Synset('happening.n.01')	near		Synset('time_period.n.01')	Synset('area.n.01')
calibratable_cos-45.6-1	Synset('list.n.01')		calibratable_cos-45.6-1	Synset('physical_phenomenon.n.01')
battle-36.4-1	Synset('enlisted_person.n.01')		neglect-75-1-1	Synset('peace.n.01')
appear-48.1.1	Synset('monetary_unit.n.01')		appear-48.1.1	Synset('person.n.01')
iraq	Synset('vote.n.02')		murder-42.1-1	Synset('explosive_device.n.01')
appear-48.1.1	Synset('capital.n.01')		calibratable_cos-45.6-1	Synset('funds.n.01')
appear-48.1.1	Synset('time_unit.n.01')		get-13.5.1	Synset('precious_metal.n.01')
Synset('activity.n.01')	entity_specific_cos-45.5		Synset('happening.n.01')	Synset('levy.n.01')
dow	Synset('component.n.01')		Synset('framework.n.03')	contiguous_location-47.8
exist-47.1-1	Synset('feeling.n.01')		Synset('monetary_unit.n.01')	Synset('small_indefinite_quantity.n.01')
Synset('fund.n.01')	Synset('situation.n.03')		Synset('monetary_unit.n.01')	Synset('decrease.n.02')
crane-40.3.2	Synset('agent.n.05')		stop-55.4-1	Synset('time_unit.n.01')
Synset('gathering.n.01')	await		Synset('attraction.n.01')	send-11.1-1
bring-11.3	Synset('income.n.01')		Synset('funds.n.01')	Synset('withdrawal.n.03')
Synset('activity.n.01')	Synset('season.n.02')		appear-48.1.1	Synset('value.n.02')
judgement-33	Synset('slav.n.01')		appear-48.1.1	bosnia
await	Synset('merchant.n.01')		stop-55.4-1	Synset('conference.n.03')
characterize-29.2-1	Synset('clue.n.02')		calibratable_cos-45.6-1	Synset('monetary_unit.n.01')
appear-48.1.1	Synset('income.n.01')		calibratable_cos-45.6-1	Synset('gregorian_calendar_month.n.01')
Synset('magnitude_relation.n.01')	Synset('curiosity.n.01')		calibratable_cos-45.6-1	Synset('capital.n.01')
appear-48.1.1	Synset('power.n.01')		Synset('questioning.n.01')	swarm-47.5.1-2-1
indicate-78-1	Synset('document.n.01')		amuse-31.1	Synset('assets.n.01')
bring-11.3	Synset('income.n.01')		Synset('value.n.02')	Synset('withdrawal.n.03')
other_cos-45.4	Synset('noise.n.01')		Synset('property.n.02')	Synset('condition.n.01')
Synset('document.n.01')	await		stop-55.4-1	Synset('funds.n.01')
Synset('activity.n.01')	Synset('recovery.n.03')		Synset('happening.n.01')	Synset('building.n.01')
appear-48.1.1	Synset('celestial_body.n.01')		characterize-29.2-1	Synset('film_industry.n.01')
Synset('person.n.01')	Synset('season.n.02')		Synset('change.n.01')	Synset('emergence.n.01')
calibratable_cos-45.6-1	Synset('property.n.02')		Synset('value.n.02')	Synset('conductor.n.02')
Synset('activity.n.01')	new_york		other_cos-45.4	Synset('collection.n.01')
other_cos-45.4	Synset('politician.n.02')		Synset('military_action.n.01')	iraq
Synset('collection.n.01')	await		Synset('attraction.n.01')	send-11.1-1
battle-36.4-1	Synset('federal_government.n.01')		exist-47.1-1	Synset('municipality.n.01')
calibratable_cos-45.6-1	Synset('computer_network.n.01')		other_cos-45.4	Synset('contest.n.01')
convert-26.6.2	Synset('levy.n.01')		Synset('production.n.07')	Synset('money.n.01')
Synset('emergence.n.01')	Synset('magnitude_relation.n.01')		calibratable_cos-45.6-1	Synset('monetary_unit.n.01')
appear-48.1.1	dow		Synset('framework.n.03')	Synset('object.n.01')
bring-11.3	Synset('leader.n.01')		Synset('woody_plant.n.01')	characterize-29.2
Synset('discussion.n.02')	neglect-75-1-1		amuse-31.1	Synset('force.n.04')
Synset('choice.n.02')	Synset('extremity.n.04')		Synset('public_transport.n.01')	india
appear-48.1.1	Synset('value.n.02')		appear-48.1.1	Synset('objection.n.02')
calibratable_cos-45.6-1	Synset('attraction.n.01')		crane-40.3.2	Synset('skilled_worker.n.01')
Synset('lipid.n.01')	Synset('slope.n.01')		appear-48.1.1	Synset('insufficiency.n.03')
other_cos-45.4	Synset('magnitude_relation.n.01')		contribute-13.2-1	Synset('object.n.01')
appear-48.1.1	Synset('danger.n.03')		Synset('value.n.02')	Synset('lipid.n.01')
Synset('collection.n.01')	cheat-10.6-1		appear-48.1.1	Synset('framework.n.03')
Synset('body_of_water.n.01')	Synset('cyclone.n.02')		Synset('value.n.02')	Synset('decrease.n.02')
appear-48.1.1	Synset('atmospheric_phenomenon.n.01')		escape-51.1-1	Synset('region.n.03')
bump-18.4	Synset('motor_vehicle.n.01')		Synset('adult.n.01')	disappearance-48.2
bring-11.3	Synset('area.n.01')		bring-11.3	Synset('power.n.01')
Synset('legal_document.n.01')	consume-66		Synset('happening.n.01')	Synset('levy.n.01')
Synset('season.n.02')	Synset('creation.n.02')		appear-48.1.1	Synset('anticipation.n.01')
appear-48.1.1	Synset('curiosity.n.01')		Synset('value.n.02')	Synset('capital.n.01')
knicks	defeat		Synset('large_indefinite_quantity.n.01')	Synset('component.n.01')
put-9.1	Synset('financial_loss.n.01')		amuse-31.1	Synset('inhabitant.n.01')
stop-55.4-1	Synset('meeting.n.01')		other_cos-45.4	characterize-29.2-1
appear-48.1.1	Synset('difficulty.n.03')		conjecture-29.5-1	Synset('woody_plant.n.01')
calibratable_cos-45.6-1	Synset('monetary_unit.n.01')		get-13.5.1	Synset('precious_metal.n.01')
appear-48.1.1	Synset('administrative_district.n.01')		escape-51.1-1	Synset('residence.n.01')
Synset('change.n.01')	Synset('woman.n.01')		appear-48.1.1	Synset('document.n.01')
calibratable_cos-45.6-1	Synset('artistic_movement.n.01')		Synset('person.n.01')	poison-42.2
other_cos-45.4	Synset('negative_stimulus.n.01')		calibratable_cos-45.6-1	Synset('cereal.n.01')
calibratable_cos-45.6-1	Synset('time_period.n.01')		Synset('force.n.04')	found
Synset('tax.n.01')	Synset('negative_stimulus.n.01')		dow	Synset('component.n.01')
other_cos-45.4	Synset('economic_process.n.01')		Synset('attraction.n.01')	Synset('sphere.n.05')
Synset('time_period.n.01')	begin-55.1-1		appear-48.1.1	Synset('income.n.01')
fill-9.8	Synset('hindrance.n.01')		Synset('discussion.n.02')	linger-53.1-1
exist-47.1-1	Synset('atmospheric_phenomenon.n.01')		Synset('bean.n.02')	Synset('atom.n.02')
other_cos-45.4	Synset('selling.n.01')		calibratable_cos-45.6-1	Synset('framework.n.03')
calibratable_cos-45.6-1	Synset('curiosity.n.01')		dow	Synset('change_of_location.n.01')
Synset('property.n.02')	conjecture-29.5-2		calibratable_cos-45.6-1	Synset('funds.n.01')
appear-48.1.1	Synset('strain.n.04')		Synset('framework.n.03')	Synset('swimming.n.01')
ferret-35.6	Synset('scientist.n.01')		murder-42.1-1	Synset('noise.n.01')
appear-48.1.1	Synset('income.n.01')		Synset('income.n.01')	chrysler
other_cos-45.4	Synset('military_action.n.01')		calibratable_cos-45.6-1	Synset('value.n.02')
Synset('value.n.02')	Synset('precious_metal.n.01')		crane-40.3.2	Synset('monetary_unit.n.01')
bring-11.3	Synset('profanity.n.01')		Synset('woody_plant.n.01')	Synset('duty.n.02')
appear-48.1.1	Synset('legislature.n.01')		amuse-31.1	Synset('structure.n.01')
Synset('happening.n.01')	Synset('building.n.01')		Synset('adult.n.01')	disappearance-48.2
near	Synset('extremity.n.04')		Synset('public_transport.n.01')	Synset('termination.n.05')
other_cos-45.4	Synset('economic_process.n.01')		indicate-78-1	Synset('federal_government.n.01')
bump-18.4	Synset('public_transport.n.01')		murder-42.1-1	Synset('adult.n.01')
Synset('gathering.n.01')	await		Synset('value.n.02')	Synset('attraction.n.01')
Synset('discussion.n.02')	modes_of_being_with_motion-47.3		appear-48.1.1	Synset('military_action.n.01')
calibratable_cos-45.6-1	Synset('component.n.01')		Synset('value.n.02')	Synset('capital.n.01')
fill-9.8	Synset('contestant.n.01')		Synset('activity.n.01')	Synset('discussion.n.02')
appear-48.1.1	Synset('geological_phenomenon.n.01')		Synset('change.n.01')	Synset('fee.n.01')
other_cos-45.4	Synset('season.n.02')		appear-48.1.1	Synset('system.n.02')
other_cos-45.4	Synset('gathering.n.01')		Synset('lipid.n.01')	Synset('tube.n.01')
Synset('discussion.n.02')	neglect-75-1-1		Synset('force.n.04')	Synset('confederate_soldier.n.01')
appear-48.1.1	Synset('attraction.n.01')		appear-48.1.1	Synset('time_period.n.01')
wish-62	Synset('merchant.n.01')		calibratable_cos-45.6-1	Synset('tax.n.01')
other_cos-45.4	Synset('monetary_unit.n.01')		calibratable_cos-45.6-1	Synset('framework.n.03')
Synset('cereal.n.01')	Synset('bean.n.02')		appear-48.1.1	Synset('value.n.02')
begin-55.1-1	Synset('discussion.n.02')		Synset('happening.n.01')	Synset('organization.n.01')
appear-48.1.1	Synset('income.n.01')		calibratable_cos-45.6-1	Synset('scale.n.01')
Synset('happening.n.01')	Synset('room.n.01')		disappearance-48.2	Synset('child.n.02')
Synset('assembly.n.04')	Synset('judgment.n.03')		other_cos-45.4	Synset('act.n.02')
Synset('agent.n.05')	Synset('decision.n.01')		stop-55.4-1	Synset('framework.n.03')
Synset('agent.n.05')	Synset('magnitude_relation.n.01')		calibratable_cos-45.6-1	Synset('value.n.02')
appear-48.1.1	Synset('fuel.n.01')		judgement-33	Synset('politician.n.02')
Synset('emotion.n.01')	cheat-10.6-1		appear-48.1.1	Synset('framework.n.03')
escape-51.1-1	Synset('municipality.n.01')		Synset('share.n.01')	Synset('levy.n.01')
Synset('document.n.01')	Synset('merchant.n.01')		Synset('monetary_unit.n.01')	contiguous_location-47.8
calibratable_cos-45.6-1	Synset('computer_network.n.01')		other_cos-45.4	Synset('anticipation.n.01')
other_cos-45.4	Synset('public_transport.n.01')		murder-42.1-1	india
bump-18.4	Synset('degree.n.01')		calibratable_cos-45.6-1	Synset('commerce.n.01')
Synset('discussion.n.02')	Synset('legal_document.n.01')		Synset('discussion.n.02')	Synset('building.n.01')
Synset('happening.n.01')	entity_specific_modes_being-47.2		disappearance-48.2	Synset('juvenile.n.01')
exist-47.1-1	Synset('document.n.01')		Synset('monetary_unit.n.01')	contiguous_location-47.8
Synset('military_action.n.01')	Synset('weapon.n.01')		Synset('adult.n.01')	Synset('ill_health.n.01')
continue-55.3	Synset('aggression.n.03')		appear-48.1.1	Synset('organization.n.01')
other_cos-45.4	Synset('indefinite_quantity.n.01')		amuse-31.1	Synset('value.n.02')
Synset('extremity.n.04')	Synset('formation.n.01')		escape-51.1-1	Synset('american.n.01')
exist-47.1-1	Synset('feeling.n.01')		other_cos-45.4	Synset('gathering.n.01')
Synset('gathering.n.01')	Synset('merchant.n.01')		Synset('value.n.02')	Synset('attraction.n.01')
ferret-35.6	Synset('shelter.n.01')		Synset('emergence.n.01')	Synset('precious_metal.n.01')
calibratable_cos-45.6-1	Synset('tax.n.01')		bring-11.3	Synset('capitalist.n.02')
Synset('contestant.n.01')	contiguous_location-47.8-1		Synset('income.n.01')	lag
calibratable_cos-45.6-1	Synset('happening.n.01')		Synset('military_action.n.01')	put_spatial-9.2-1
murder-42.1-1	Synset('digit.n.01')		convert-26.6.2	Synset('being.n.01')
Synset('person.n.01')	ferret-35.6		other_cos-45.4	Synset('acrobatic_stunt.n.01')
clear-10.3-1	Synset('barrier.n.01')		conjecture-29.5-2	Synset('word.n.01')
appear-48.1.1	Synset('creation.n.02')		Synset('property.n.02')	give-13.1-1
get-13.5.1	Synset('fee.n.01')		Synset('energy.n.01')	Synset('movement.n.03')
appear-48.1.1	Synset('emotion.n.01')		calibratable_cos-45.6-1	Synset('capital.n.01')
contribute-13.2-1	Synset('american.n.01')		begin-55.1-1	Synset('component.n.01')
Synset('document.n.01')	Synset('capitalist.n.02')		Synset('value.n.02')	Synset('assets.n.01')
await	Synset('merchant.n.01')		Synset('value.n.02')	send-11.1-1
ferret-35.6	Synset('shelter.n.01')		Synset('value.n.02')	Synset('precious_metal.n.01')
get-13.5.1	Synset('municipality.n.01')		murder-42.1-1	Synset('adult.n.01')
dow	send-11.1-1		amuse-31.1	Synset('activity.n.01')
exist-47.1-1	Synset('economic_process.n.01')		Synset('value.n.02')	Synset('attraction.n.01')
amuse-31.1	Synset('tax.n.01')		dow	Synset('indefinite_quantity.n.01')
other_cos-45.4	Synset('ballplayer.n.01')		Synset('time_period.n.01')	mets
appear-48.1.1	continue-55.3		Synset('value.n.02')	Synset('small_indefinite_quantity.n.01')
Synset('force.n.04')	ferret-35.6		Synset('person.n.01')	murder-42.1
calibratable_cos-45.6-1	Synset('value.n.02')		Synset('fund.n.01')	Synset('insufficiency.n.03')
appear-48.1.1	Synset('monetary_unit.n.01')		Synset('value.n.02')	Synset('small_indefinite_quantity.n.01')
other_cos-45.4	Synset('value.n.02')		calibratable_cos-45.6-1	continue-55.3
Synset('monetary_unit.n.01')	correspond-36.1		focus-87	Synset('evaluation.n.02')
exist-47.1-1	Synset('economic_process.n.01')		appear-48.1.1	Synset('safety.n.01')
other_cos-45.4	Synset('fear.n.01')		Synset('property.n.02')	Synset('condition.n.01')
Synset('legal_document.n.01')	Synset('building.n.01')		Synset('woody_plant.n.01')	Synset('politician.n.02')
Synset('noise.n.01')	Synset('heavier-than-air_craft.n.01')		Synset('activity.n.01')	Synset('statement.n.01')
appear-48.1.1	Synset('commodity.n.01')		calibratable_cos-45.6-1	Synset('commerce.n.01')
appear-48.1.1	dow		stop-55.4-1	Synset('commerce.n.01')
stop-55.4-1	Synset('legislature.n.01')		Synset('leader.n.01')	complete-55.2
near	Synset('extremity.n.04')		get-13.5.1	Synset('fee.n.01')
exist-47.1-1	Synset('commerce.n.01')		continue-55.3	Synset('plate_glass.n.01')
near	Synset('product.n.02')		Synset('lipid.n.01')	Synset('commercial_enterprise.n.01')
Synset('value.n.02')	send-11.1-1		stop-55.4-1	Synset('gathering.n.01')
other_cos-45.4	Synset('formation.n.01')		appear-48.1.1	Synset('share.n.01')
Synset('formation.n.01')	Synset('badminton_equipment.n.01')		exist-47.1-1	Synset('content.n.05')
Synset('system.n.02')	Synset('clue.n.02')		calibratable_cos-45.6-1	Synset('monetary_unit.n.01')
Synset('sphere.n.05')	Synset('request.n.01')		calibratable_cos-45.6-1	Synset('value.n.02')
bring-11.3	Synset('acrobatic_stunt.n.01')		amuse-31.1	Synset('funds.n.01')
force-59	Synset('vote.n.02')		amuse-31.1	japan
Synset('income.n.01')	Synset('motor_vehicle.n.01')		other_cos-45.4	Synset('asian.n.01')
stop-55.4-1	Synset('succession.n.02')		Synset('time_period.n.01')	mets
albany	Synset('conference.n.03')		begin-55.1-1	Synset('legal_document.n.01')
other_cos-45.4	Synset('noise.n.01')		Synset('property.n.02')	give-13.1-1
dow	Synset('component.n.01')		Synset('value.n.02')	Synset('capital.n.01')
ferret-35.6	Synset('condition.n.01')		appear-48.1.1	Synset('value.n.02')
stop-55.4-1	Synset('succession.n.02')		stop-55.4-1	Synset('succession.n.02')
modes_of_being_with_motion-47.3	Synset('system.n.02')		calibratable_cos-45.6-1	Synset('medium_of_exchange.n.01')
Synset('emotion.n.01')	Synset('economic_process.n.01')		appear-48.1.1	Synset('framework.n.03')
escape-51.1-1	Synset('residence.n.01')		Synset('noise.n.01')	Synset('heavier-than-air_craft.n.01')
Synset('tax.n.01')	Synset('agent.n.05')		calibratable_cos-45.6-1	Synset('activity.n.01')
continue-55.3	Synset('conflict.n.01')		Synset('educational_institution.n.01')	Synset('region.n.03')
exist-47.1-1	Synset('feeling.n.01')		other_cos-45.4	Synset('monetary_unit.n.01')
Synset('discussion.n.02')	linger-53.1-1		consume-66	Synset('point.n.06')
get-13.5.1	Synset('heading.n.01')		bring-11.3	Synset('assembly.n.04')
Synset('approval.n.04')	u.n.		other_cos-45.4	Synset('asian.n.01')
appear-48.1.1	Synset('activity.n.01')		Synset('force.n.04')	Synset('administrative_district.n.01')
appear-48.1.1	Synset('situation.n.03')		Synset('idea.n.01')	Synset('fund.n.01')
other_cos-45.4	Synset('economic_process.n.01')		Synset('value.n.02')	Synset('attraction.n.01')
other_cos-45.4	Synset('happening.n.01')		judgement-33	Synset('device.n.01')
Synset('discussion.n.02')	Synset('fund.n.01')		Synset('monetary_unit.n.01')	Synset('time_unit.n.01')
Synset('activity.n.01')	bump-18.4		Synset('adult.n.01')	disappearance-48.2
Synset('document.n.01')	Synset('economic_process.n.01')		amuse-31.1	Synset('assets.n.01')
Synset('change.n.01')	assessment-34		calibratable_cos-45.6-1	Synset('property.n.02')
Synset('value.n.02')	Synset('state_of_matter.n.01')		convert-26.6.2	Synset('relief.n.02')
stop-55.4-1	Synset('discussion.n.02')		characterize-29.2-1	Synset('development.n.01')
other_cos-45.4	Synset('anticipation.n.01')		Synset('framework.n.03')	Synset('object.n.01')
appear-48.1.1	Synset('military_action.n.01')		Synset('adult.n.01')	Synset('ill_health.n.01')
fill-9.8	Synset('attempt.n.01')		other_cos-45.4	Synset('fear.n.01')
Synset('federal_government.n.01')	Synset('plan_of_action.n.01')		calibratable_cos-45.6-1	Synset('monetary_unit.n.01')
Synset('collection.n.01')	Synset('merchant.n.01')		Synset('attraction.n.01')	send-11.1-1
near	Synset('vote.n.02')		other_cos-45.4	Synset('safety.n.01')
Synset('body_of_water.n.01')	Synset('cyclone.n.02')		Synset('value.n.02')	Synset('state_of_matter.n.01')
do	Synset('agent.n.03')		Synset('imperfection.n.01')	Synset('beginning.n.02')
search-35.2	Synset('broadcasting.n.02')		Synset('person.n.01')	murder-42.1-1
Synset('collection.n.01')	Synset('economic_process.n.01')		appear-48.1.1	Synset('framework.n.03')
Synset('happening.n.01')	Synset('vegetation.n.01')		escape-51.1-1	Synset('inhabitant.n.01')
other_cos-45.4	Synset('magnitude_relation.n.01')		dow	Synset('component.n.01')
appear-48.1.1	Synset('strain.n.04')		begin-55.1-1	Synset('value.n.02')
contiguous_location-47.8-1	Synset('clergyman.n.01')		exist-47.1-1	japan
calibratable_cos-45.6-1	Synset('state_of_matter.n.01')		convert-26.6.2	Synset('relief.n.02')
other_cos-45.4	Synset('cargo_ship.n.01')		murder-42.1-1	Synset('operator.n.02')
other_cos-45.4	Synset('act.n.02')		Synset('attack.n.01')	Synset('military_service.n.01')
contribute-13.2-1	Synset('american.n.01')		Synset('disorder.n.03')	reign
Synset('discussion.n.02')	modes_of_being_with_motion-47.3		Synset('value.n.02')	Synset('lipid.n.01')
Synset('time_period.n.01')	crane-40.3.2		Synset('monetary_unit.n.01')	Synset('commerce.n.01')
Synset('force.n.04')	Synset('influence.n.01')		escape-51.1-1	Synset('exile.n.01')
other_cos-45.4	Synset('negative_stimulus.n.01')		Synset('value.n.02')	Synset('lipid.n.01')
mets	Synset('board.n.02')		Synset('happening.n.01')	Synset('railway.n.01')
exist-47.1-1	Synset('measure.n.02')		Synset('framework.n.03')	modes_of_being_with_motion-47.3
bring-11.3	Synset('legislature.n.01')		Synset('military_action.n.01')	preparing-26.3-1
continue-55.3	Synset('emergence.n.01')		stop-55.4-1	Synset('monetary_unit.n.01')
appear-48.1.1	Synset('component.n.01')		Synset('framework.n.03')	contiguous_location-47.8
Synset('military_action.n.01')	put_spatial-9.2-1		near	Synset('attempt.n.01')
